preprocessedSmiles,Molecule ChEMBL ID,pChEMBL Value,activity_classification
CCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,CHEMBL27698,6.96,active
COc1cc(C=Cc2ccc(N)cc2)cc(OC)c1,CHEMBL324290,6.23,active
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)C(F)C[C@@]43C)[C@@H]1CCC2=O,CHEMBL3623218,6.01,active
CC=C(c1ccc(O)cc1)C(c1ccc(O)cc1)c1ccc(OCCN)cc1,CHEMBL3422028,7.35,active
NCCOc1ccc(C(=C2CCc3ccccc32)c2ccc(O)cc2)cc1,CHEMBL3422045,6.31,active
O=[N+]([O-])c1ccc(Cc2ccncc2)c(OCCc2ccccc2)c1,CHEMBL3421786,6.8,active
COc1ccc(-n2c(Cn3ccnc3)cc3ccccc32)cc1,CHEMBL2336858,7.11,active
CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1-c1ccccc1)S(C)(=O)=O,CHEMBL223368,6.48,active
N#Cc1ccc(N(CCCCCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,CHEMBL3622059,9.14,active
Cc1ccc2cc(Cn3ccnc3)n(-c3ccc(F)cc3)c2c1,CHEMBL2336864,7.25,active
Fc1ccc(-c2[nH]c3cc(F)ccc3c2Cn2ccnc2)cc1,CHEMBL4175438,7.29,active
CCn1ccc2cc(C(c3ccccc3)n3ccnc3)ccc21,CHEMBL112074,6.69,active
O=C1CCc2cc(C(c3ccncc3)C3CCCCC3)cc3c2N1CC3,CHEMBL2312952,7.13,active
O=C1CCc2cc(C(c3ccc(F)cc3)c3cccnc3)cc3c2N1CC3,CHEMBL2312972,6.85,active
C=CCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,CHEMBL351526,6.57,active
COc1cc2c(cc1OC)/C(=C/c1cccnc1)CCC2,CHEMBL366669,6.01,active
N#Cc1ccc(C(c2ccc(C#N)cc2)c2cccnc2)cc1,CHEMBL223554,7.23,active
Clc1cccc(C(c2ccc3[nH]cnc3c2)n2ccnc2)c1,CHEMBL389433,7.35,active
C[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,CHEMBL70959,8.43,active
CC1CCC(C(C)C)C(OC(=O)Cc2ccncc2)C1,CHEMBL105298,6.62,active
CCn1c(C)c(C(c2ccc(F)cc2)n2ccnc2)c2ccccc21,CHEMBL1097043,7.5,active
O=c1cc(-c2ccccc2)oc2c1ccc1cccc(O)c12,CHEMBL1097042,7.7,active
COc1ccc(-c2coc(O)c2-c2ccc(OC)c(OC)c2)cc1OC,CHEMBL1098382,9.0,active
CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,CHEMBL355905,6.07,active
Fc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2ccnc2)cc1,CHEMBL4171996,7.49,active
Fc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2cncn2)cc1,CHEMBL4161492,7.01,active
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL75,6.02,active
O=c1c2ccccc2oc2c(Cl)ccc(Cn3ccnc3)c12,CHEMBL2333326,6.32,active
Oc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1,CHEMBL95919,7.39,active
O=c1c2ccccc2oc2c(-c3ccccc3)ccc(Cn3ccnc3)c12,CHEMBL2333328,6.52,active
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(F)c2)n2cnnc2)cc1,CHEMBL108646,7.92,active
C[C@]12CCC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL3799363,6.6,active
Cc1cc(C)c(S(=O)(=O)NCCCn2ccnc2)cc1C,CHEMBL1303900,6.76,active
C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,CHEMBL1630266,6.0,active
Cc1ccc(-n2c(Cn3ccnc3)cc3ccc(C)cc32)cc1,CHEMBL2336862,6.79,active
COc1ccc2cc(Cn3ccnc3)n(-c3ccccc3)c2c1,CHEMBL2336847,8.21,active
Fc1ccc(C(C2Cc3ccccc3O2)n2cncn2)cc1,CHEMBL63297,6.72,active
C[C@]12CC[C@H]3[C@@H](CCC4C(=O)c5[nH]ncc5C[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL3623215,6.29,active
O=c1cc(Cn2ccnc2)c2ccc(Oc3ccc(F)c(F)c3)cc2o1,CHEMBL1688911,7.33,active
O=c1cc(Cn2ccnc2)c2ccc(Oc3cccc(Cl)c3)cc2o1,CHEMBL1688903,7.14,active
C[C@]12CC[C@H]3[C@@H](CC=C4C(Sc5ccccc5)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL3754241,6.72,active
CC(=O)OC1=C2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)CC2C1=N[NH+]=[N-],CHEMBL3753842,6.4,active
O=C1CCc2cc(C(c3ccncc3)c3ccc(F)cc3)cc3c2N1CC3,CHEMBL2312959,6.94,active
O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc([N+](=O)[O-])c3)cc2o1,CHEMBL1688895,6.85,active
CO[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,CHEMBL307581,9.92,active
CC(=O)[C@@]1(C)CC[C@H]2[C@@H](CC=C3CC(=O)CC[C@@]32C)[C@@H]1CC#N,CHEMBL3623208,6.38,active
NS(=O)(=O)Oc1ccc(-c2cccc(Cn3cncn3)c2)cc1,CHEMBL598629,6.56,active
CN(C)c1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,CHEMBL1688909,7.09,active
O=c1oc2cc(Oc3ccccc3)ccc2cc1C(c1ccccc1)n1ccnc1,CHEMBL1688919,6.5,active
Fc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1,CHEMBL3623227,7.39,active
COc1ccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,CHEMBL1688898,6.9,active
COc1ccc2c(c1)C1C(CC2)C1(C)c1ccncc1,CHEMBL66867,6.43,active
O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(F)c(F)c3)cc2o1,CHEMBL1688901,6.78,active
O=c1cc(Cn2ccnc2)c2ccc(OCCc3ccccc3)cc2o1,CHEMBL3359956,6.19,active
O=S(=O)(NCc1cccc(CNS(=O)(=O)c2ccc3ccccc3c2)c1)c1ccc2ccccc2c1,CHEMBL4462178,6.68,active
O=S(=O)(NCc1cccc(CNS(=O)(=O)c2ccc(Br)cc2)c1)c1ccc(Br)cc1,CHEMBL4590541,7.22,active
Clc1ccc(-c2[nH]c3cc4c(cc3c2Cn2cncn2)OCO4)cc1,CHEMBL4170868,6.17,active
O=C1CCc2cc(C(c3ccncc3)c3ccc(Cl)cc3)cc3c2N1CC3,CHEMBL2312961,7.26,active
N#Cc1ccc(Oc2cccnc2)cc1NCc1ccccc1,CHEMBL1956175,6.01,active
C=C(c1ccncc1)c1cc2c3c(c1)CCN3C(=O)CC2,CHEMBL2312949,6.25,active
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,CHEMBL117,6.3,active
Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,CHEMBL224060,7.36,active
N#Cc1ccc(C(c2ccc(O)cc2)n2cncn2)cc1,CHEMBL519937,8.14,active
COc1ccc2c(c1)C(=N)C(CC1=CCN=CC1)C2=O,CHEMBL1096024,8.46,active
CC(C)CCOc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,CHEMBL2333332,6.08,active
N#Cc1ccc(N(CCSc2ccc(O)cc2)n2cnnc2)cc1,CHEMBL3622054,9.55,active
CC1(C)C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL3753169,7.05,active
C#CCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,CHEMBL424162,6.0,active
N#Cc1ccc(C(c2cc3ccc(O)cc3o2)n2cncn2)cc1,CHEMBL202226,7.7,active
C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@@]43C)[C@@H]1CCC2=O,CHEMBL3349856,6.07,active
C[C@]12C=CC(=O)C=C1C(CC[N+](=O)[O-])C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL3751946,6.04,active
N#Cc1ccccc1CN(c1ccc([N+](=O)[O-])c(Br)c1)n1cnnc1,CHEMBL4564168,7.23,active
O=C1/C(=C\c2ccncc2)C(c2ccccc2)c2ccccc21,CHEMBL9179,6.1,active
O=[N+]([O-])c1cccc(CN(c2ccc([N+](=O)[O-])c(-c3ccccc3)c2)n2cnnc2)c1,CHEMBL4563511,7.71,active
O=C1/C(=C\c2cccnc2)C(c2ccc(Cl)cc2)Cn2cccc21,CHEMBL1098737,6.96,active
O=[N+]([O-])c1ccc(Cc2cccnc2)c(OCCc2ccccc2)c1,CHEMBL3421785,6.89,active
CS(=O)(=O)CS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3980889,6.0,active
Cc1cnccc1-c1nc(-c2cccnc2)cs1,CHEMBL1957218,7.11,active
COc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1,CHEMBL95109,7.04,active
CCCCCCCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,CHEMBL27879,6.65,active
O=[N+]([O-])c1ccc(-c2cccnc2)c(OCCc2ccccc2)c1,CHEMBL3421766,7.12,active
N#Cc1ccc(-c2cccnc2)c(OCCc2ccccc2)c1,CHEMBL3421779,6.78,active
N#CC1(c2cc(Cn3cncn3)cc(Sc3ccc(OS(N)(=O)=O)cc3)c2)CC1,CHEMBL3622075,8.47,active
O=C(c1ccccc1)c1cc(Br)ccc1Cn1ccnc1,CHEMBL242454,6.4,active
CCn1cc(C(c2ccccc2)n2ccnc2)c2ccccc21,CHEMBL3623225,7.0,active
CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,CHEMBL307690,9.49,active
CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc2ccc(OS(N)(=O)=O)cc2)c1,CHEMBL3622070,8.46,active
CCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,CHEMBL304305,9.64,active
O=C(Cn1cncn1)NC(CCc1ccccc1)c1ccc2c(c1)OCCO2,CHEMBL1784793,6.0,active
CC(=O)c1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,CHEMBL1688908,6.53,active
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Cl)c2)n2cnnc2)cc1-c1ccccc1,CHEMBL1672978,10.82,active
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Br)c2)n2cnnc2)cc1-c1ccccc1,CHEMBL1672979,10.74,active
N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1-c1ccc(F)cc1,CHEMBL1672981,9.33,active
COc1c(C)c(O)c(C=O)c2c1[C@H](O)C[C@@H](c1ccccc1)O2,CHEMBL3134113,7.1,active
CCn1ccc2cccc(C(c3ccc(Br)cc3)n3ccnc3)c21,CHEMBL285193,7.16,active
COc1cccc2c1CCC(Cc1ccncc1)C2,CHEMBL23148,6.23,active
O=[N+]([O-])c1ccc(N(Cc2ccccc2)n2cnnc2)cc1-c1ccccc1,CHEMBL4592407,7.52,active
O=C1CCc2cc(C(c3ccncc3)c3cccc(Cl)c3)cc3c2N1CC3,CHEMBL2312960,7.72,active
COc1ccccc1C(c1ccncc1)c1cc2c3c(c1)CCN3C(=O)CC2,CHEMBL2312955,7.09,active
CC(C)C(c1ccncc1)c1cc2c3c(c1)CCN3C(=O)CC2,CHEMBL2312951,6.05,active
O=S(=O)(Cc1ccccc1)Nc1ccc2[nH]ccc2c1,CHEMBL4537791,6.8,active
CS(=O)(=O)c1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1,CHEMBL3805657,7.32,active
O=C(Cn1ccnc1)Nc1ccccc1Oc1ccc(F)cc1,CHEMBL1784798,6.61,active
O=c1c2ccccc2oc2c(I)ccc(Cn3ccnc3)c12,CHEMBL2333327,6.34,active
O=c1c2ccccc2oc2c(OC3CCCC3)ccc(Cn3ccnc3)c12,CHEMBL2333335,6.58,active
COc1ccc2cc(C(c3ccc(C#N)cc3)n3cncn3)oc2c1,CHEMBL197650,8.0,active
N#Cc1ccc(N(CCSc2ccc(OS(N)(=O)=O)c(Cl)c2)n2cnnc2)cc1,CHEMBL3622057,9.35,active
N#Cc1ccc(N(Cc2ccc3cc(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1,CHEMBL3622062,7.51,active
Fc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,CHEMBL523813,6.96,active
O=c1cc(C(c2ccc(Cl)cc2)n2ccnc2)c2ccc(Oc3ccccc3)cc2o1,CHEMBL1688917,6.27,active
COc1ccc2c(c1)CCC(Cc1ccncc1)C2,CHEMBL23097,6.64,active
COc1ccc2c(c1)CCC/C2=C/c1ccncc1,CHEMBL193496,6.0,active
O=C(c1ccccc1)c1cc([N+](=O)[O-])ccc1Cn1ccnc1,CHEMBL243755,7.59,active
COc1ccc2c(c1)[C@H]1[C@@H](CC2)[C@@H]1c1ccncc1,CHEMBL223717,7.52,active
CC(C)CN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL174308,6.7,active
COc1cc(Cl)c(S(=O)(=O)NCCCn2ccnc2)cc1Cl,CHEMBL1351273,7.2,active
Fc1ccc2c(Cn3cncn3)c(-c3ccc(Cl)cc3)[nH]c2c1,CHEMBL4165988,6.66,active
N#Cc1ccc(/C(=N\c2ccc(Br)cc2)n2ccnc2)cc1,CHEMBL31456,8.11,active
N#Cc1cc(Cn2cncn2)cc(-c2ccc(OS(N)(=O)=O)c(Cl)c2)c1,CHEMBL598628,7.1,active
N#Cc1ccc([C@H](c2ccc(O)c(Br)c2)n2cncn2)cc1,CHEMBL453736,9.22,active
N#Cc1ccc([C@@H](c2ccc(O)c(Br)c2)n2cncn2)cc1,CHEMBL500976,8.47,active
O=C1/C(=C\c2ccncc2)C(c2ccccc2)n2cccc21,CHEMBL3099735,6.19,active
O=[N+]([O-])c1cccc(Cl)c1Oc1cccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)c1,CHEMBL3806301,8.05,active
COc1ccc(C(c2cc3ccc(OC)cc3o2)n2cncn2)cc1,CHEMBL379019,6.89,active
COc1ccc2cc(C(c3ccc(Cl)cc3)n3cncn3)oc2c1,CHEMBL382902,7.36,active
COc1ccc(C(O)(c2cccnc2)c2cc3ccc(OC)cc3o2)cc1,CHEMBL202020,6.8,active
CC(C)(C)c1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,CHEMBL491023,6.0,active
COc1ccc(S(=O)(=O)NCCc2c(C(c3ccccc3O)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(OC)cc3)[nH]c3ccccc23)cc1,CHEMBL4161859,6.1,active
O=S(=O)(NCc1cccc(CNS(=O)(=O)c2ccc(Cl)cc2)c1)c1ccc(Cl)cc1,CHEMBL4460718,7.3,active
CN(c1ccc(NC(=O)C2CCCCC2)cc1OCc1ccccc1)S(C)(=O)=O,CHEMBL270917,6.6,active
CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1)S(C)(=O)=O,CHEMBL222250,6.09,active
N#Cc1ccc(N(Cc2ccc(C(F)(F)F)c(O)c2)n2cnnc2)cc1,CHEMBL226999,9.4,active
Fc1ccc(-n2cc(Cn3ccnc3)c3ccccc32)cc1,CHEMBL1094426,7.14,active
O=c1cc(-c2ccccc2)oc2cc(O)c(O)cc12,CHEMBL300814,8.06,active
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(-c2ccccc2)cc1)S(C)(=O)=O,CHEMBL373377,6.19,active
CCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL174909,7.4,active
Fc1ccc(-c2[nH]c3cc(F)ccc3c2Cn2cncn2)cc1,CHEMBL4176600,7.26,active
CSCC[C@]12CCC(=O)C=C1CCC1C3CCC(=O)[C@@]3(C)CCC12,CHEMBL350074,7.66,active
CCOC(=O)c1ccc(C2CCCc3cncn32)cc1,CHEMBL1203760,7.68,active
CCCCC1=C2CC(=O)CCC2(C)C2CCC3(C)C(=O)CCC3C2C1,CHEMBL24946,6.1,active
Cc1c(F)cncc1-c1nc2ccc(F)cn2c1C1CC1,CHEMBL3924257,6.38,active
CCOc1cc2c(cc1-c1cccnc1)CCC(=O)N2,CHEMBL2165316,6.31,active
COc1cc(C(=O)N(C)C)cc(C=O)c1C(=O)c1c(C)cccc1O,CHEMBL1094149,7.76,active
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,CHEMBL91,6.22,active
COc1ccc(C(c2ccncc2)c2cc3c4c(c2)CCN4C(=O)CC3)cc1,CHEMBL2312957,6.91,active
Nc1ccc(C(=Cn2cncn2)C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,CHEMBL4750835,6.98,active
COc1ccc2c(-c3ccccc3)c(Cn3ccnc3)c(=O)oc2c1,CHEMBL224787,6.97,active
COc1ccc(C(Cn2ccnc2)Sc2ccc(Cl)c(Cl)c2)cc1,CHEMBL459502,7.6,active
O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(Cl)cc3)cc2o1,CHEMBL1688897,6.75,active
CCCCCC1=C2CC(=O)C=CC2(C)C2CCC3(C)C(=O)CCC3C2C1,CHEMBL440832,7.27,active
CCn1cc(C(c2ccccc2)n2ccnc2)c2cc(Br)ccc21,CHEMBL1094428,6.99,active
c1cnc(-c2nc(-c3nc4ccccc4s3)cs2)nc1,CHEMBL4228244,6.0,active
Cc1ccc(C(=O)NCCCn2ccnc2)cc1[N+](=O)[O-],CHEMBL1521315,6.0,active
Nc1ccc(C23CC(C2)C(=O)N(CC2CCCCC2)C3=O)cc1,CHEMBL27546,7.01,active
c1ccc(-c2cc(Cn3ccnc3)c3ccc4[nH]ccc4c3n2)cc1,CHEMBL2442756,7.94,active
C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@]43C)[C@@H]1CCC2=O,CHEMBL1630268,6.55,active
COC(=O)[C@]1(c2ccc(C#N)cc2Cl)CCc2cncn21,CHEMBL3099686,7.3,active
Cc1ccc(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3ccc(C)cc3)c2)cc1,CHEMBL4449929,6.89,active
CC(C)(C#N)c1cc(Cn2cncn2)cc(-c2ccc(OS(N)(=O)=O)cc2)c1,CHEMBL597403,7.76,active
O=[N+]([O-])c1ccc(Cn2ccnc2)c(Oc2ccccc2)c1,CHEMBL1083653,7.94,active
COc1ccc(C=Cc2ccc(N)cc2)c(OC)c1,CHEMBL1170662,6.12,active
COc1ccc(C(c2ccc(OC)c(O)c2)n2cncn2)cc1O,CHEMBL480515,6.77,active
c1ccc(Oc2ccccc2Cn2ccnc2)cc1,CHEMBL1082760,6.41,active
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C=CCC[C@@]43C)[C@@H]1CCC2=O,CHEMBL1629800,6.65,active
N#Cc1ccc(N(CCCS(=O)(=O)c2ccc(O)cc2)n2cnnc2)cc1,CHEMBL3622060,7.82,active
O=[N+]([O-])c1ccc(-c2cccnc2)c(OCc2ccccc2)c1,CHEMBL3421765,6.84,active
Fc1ccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)cc1,CHEMBL203981,7.58,active
O=c1c2ccccc2[nH]c2c(Cn3ccnc3)cccc12,CHEMBL3219070,7.84,active
C/C(=C\Cc1c(O)ccc(C(=O)C=Cc2ccc(O)cc2O)c1O)COC(=O)C=Cc1ccc(O)cc1,CHEMBL514745,6.3,active
CCN1CCc2cc(Br)cc(C(c3ccc(F)cc3)n3ccnc3)c21,CHEMBL287950,7.05,active
Clc1ccc(C(C2Cc3ccccc3O2)n2cncn2)c(Cl)c1,CHEMBL304788,6.06,active
CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)ccc1O,CHEMBL457680,6.4,active
Oc1cc2c(cc1C(c1ccc3c(c1)OCO3)n1ccnc1)OCO2,CHEMBL459503,7.6,active
c1ccc(-n2c(Cn3ccnc3)cc3ccccc32)cc1,CHEMBL2336860,7.78,active
COc1ccc2cc(Cn3ccnc3)n(-c3ccc(C)cc3)c2c1,CHEMBL2336851,7.24,active
COc1ccc2cc(Cn3ccnc3)n(-c3ccc(F)cc3)c2c1,CHEMBL2336848,7.31,active
C[C@]12CC=C3[C@@H](CC=C4CC(=O)CC[C@@]43CCSCF)[C@@H]1CCC2=O,CHEMBL3753104,7.3,active
C[C@]12C=C(CCCc3ccccc3)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL3753611,6.85,active
C[C@]12CC[C@H]3C(Cc4nn(Cc5ccccc5)c5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O,CHEMBL3751913,6.61,active
N#Cc1ccc(C(c2ccc3cc[nH]c3c2)n2cncn2)cc1,CHEMBL512994,7.03,active
C[C@]12CC[C@H]3[C@@H](CC=C4C(SCCl)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL3754724,6.03,active
C[C@]12CC[C@H]3[C@@H](CC=C4C(Sc5ccccc5)C(=O)CC[C@@]43C)[C@@H]1C[C@H](C#N)[C@@H]2O,CHEMBL3623217,6.77,active
N#Cc1ccc(N(Cc2ccc(O)c(I)c2)n2cnnc2)cc1,CHEMBL226790,9.48,active
O=C(c1ccccc1)c1cc(Cn2ccnc2)ccc1[N+](=O)[O-],CHEMBL388930,7.51,active
N#Cc1ccc(C(=C2CCCCC2)n2cncn2)cc1,CHEMBL223555,7.02,active
O=C(c1ccccc1)c1ccc(Cn2ccnc2)cc1,CHEMBL223176,7.32,active
C[C@]12CC[C@H]3[C@@H](CCC4=C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL1077603,6.85,active
CC12CCC3C(Cc4c5c(nn4C/C=C/c4ccccc4)C(=O)CCC53C)C1CCC2=O,CHEMBL422610,6.02,active
CC(C)C(=C(c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,CHEMBL3422038,6.48,active
C[C@]12CC[C@H]3[C@@H](CC[C@]45O[C@H]4CCC[C@]35C)[C@@H]1CCC2=O,CHEMBL3800417,6.28,active
O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2o1,CHEMBL3359953,6.41,active
COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1O,CHEMBL388093,8.92,active
COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1OS(N)(=O)=O,CHEMBL390717,8.54,active
O=C1CCc2cc(C(O)(c3ccccc3)c3ccncc3)cc3c2N1CC3,CHEMBL2312953,6.98,active
C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@]43C)[C@@H]1CCC2=O,CHEMBL1630910,6.18,active
COc1ccc2c(c1)C(=O)C(c1ccccc1)CO2,CHEMBL2011180,6.58,active
CO[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,CHEMBL308537,9.89,active
Clc1ccc(CC(Cc2ccccc2)n2ccnc2)s1,CHEMBL518586,6.06,active
O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(OCc3ccc(-c4ccccc4)cc3)ccc12,CHEMBL1094427,7.07,active
CC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,CHEMBL70436,9.96,active
COc1cccc(C(c2ccncc2)c2cc3c4c(c2)CCN4C(=O)CC3)c1,CHEMBL2312956,7.23,active
C[C@]12CC=C3C(CC=C4CC(=O)CC[C@@]43CCSc3ccccc3)C1CCC2=O,CHEMBL349963,6.4,active
Cn1c(=O)sc2cc(C(c3ccccc3)n3ccnc3)ccc21,CHEMBL1097041,7.89,active
O=C1c2ccc(Oc3ccccc3)cc2OC(SCc2cccnc2)C1c1ccccc1,CHEMBL1096744,6.68,active
CC12CCC3C(Cc4[nH]nc5c4C3(C)CCC5=O)C1CCC2=O,CHEMBL132563,6.63,active
CC12CCC3C(Cc4nn(C/C=C/c5ccccc5)c5c4C3(C)CCC5=O)C1CCC2=O,CHEMBL131414,6.1,active
CC(=O)O[C@H]1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL2112739,6.0,active
