preprocessedSmiles,Molecule ChEMBL ID,pChEMBL Value,activity_classification
O=S(=O)(Nc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1)c1ccc(Cl)cc1,CHEMBL4446561,6.11,active
N#Cc1ccc(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3ccc(C#N)cc3)c2)cc1,CHEMBL4444996,6.8,active
O=[N+]([O-])c1ccc(NC(=S)NCc2cccc(CNC(=S)Nc3ccc([N+](=O)[O-])cc3)c2)cc1,CHEMBL2299368,6.1,active
CCC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,CHEMBL69891,7.85,active
O=[N+]([O-])c1ccc(N(Cc2ccc(C(F)(F)F)cc2)n2cnnc2)cc1-c1ccccc1,CHEMBL4560281,7.84,active
O=[N+]([O-])c1ccc(N(Cc2cccc(C(F)(F)F)c2)n2cnnc2)cc1-c1ccccc1,CHEMBL4556775,7.76,active
O=[N+]([O-])c1ccc(Nn2cnnc2)cc1Br,CHEMBL4547558,7.04,active
O=[N+]([O-])c1ccc(N(Cc2ccccc2)n2cnnc2)cc1Br,CHEMBL4536893,7.4,active
N#Cc1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1,CHEMBL324326,7.3,active
C[C@]12CC=C3C(CC=C4C(SCCl)C(=O)CC[C@@]43C)C1CCC2=O,CHEMBL442542,6.07,active
O=S(=O)(c1cccc2nsnc12)N1CCCC(Cn2ccnc2)C1,CHEMBL3806151,7.27,active
COc1cc(O)c(C=O)c2c1[C@H](OC)C[C@@H](c1ccccc1)O2,CHEMBL3134112,7.05,active
COc1ccc2cc(Cn3ccnc3)n(-c3ccc(C#N)cc3)c2c1,CHEMBL2336850,7.33,active
C[C@]12C=CC(=O)C=C1C(OCC#CCO)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL2179114,7.7,active
FC(F)(F)c1ccc(-n2c(Cn3ccnc3)cc3ccccc32)cc1,CHEMBL2336859,8.31,active
COc1ccc2cc(Cn3ccnc3)n(-c3ccc(C(F)(F)F)cc3)c2c1,CHEMBL2336849,7.59,active
Fc1ccc2c(Cn3ccnc3)c(-c3ccc(Cl)cc3)[nH]c2c1,CHEMBL4167569,7.08,active
COc1ccc2c(Cn3ccnc3)c(-c3ccc(F)cc3)[nH]c2c1,CHEMBL4160335,6.96,active
COc1ccc(-c2[nH]c3cc(F)ccc3c2Cn2cncn2)cc1,CHEMBL4169808,7.85,active
COc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2cncn2)cc1,CHEMBL4159159,6.71,active
NCCOc1ccc(C(=C(Cn2cncn2)c2ccccc2)c2ccc(O)cc2)cc1,CHEMBL3422042,6.76,active
O=C1CCc2cc(-c3cccnc3)cc(-c3cccnc3)c2N1,CHEMBL2165324,6.02,active
O=C1CCc2cc(-c3cccnc3)c(OC3CCCC3)cc2N1,CHEMBL2165318,6.79,active
COc1cc2c(cc1-c1cccnc1)CCC(=O)N2,CHEMBL2165314,6.35,active
O=C1CCc2cc(C(c3ccncc3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3c2N1CC3,CHEMBL2312963,6.61,active
COc1ccc2c(Cl)c(-c3cccnc3)ccc2c1Cl,CHEMBL381014,6.01,active
CC=C(c1ccc(O)cc1)C(c1ccc(O)cc1)c1ccc(CCCN)cc1,CHEMBL3422052,6.31,active
Nc1ccc(-c2cccnc2)c(OCc2ccccc2)c1,CHEMBL3421764,6.35,active
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,CHEMBL52,7.96,active
O=C1OC[C@H](Cc2ccc(O)c(O)c2)C1Cc1ccc(O)c(O)c1,CHEMBL369471,8.22,active
CC1=C2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]2C1,CHEMBL3754471,7.22,active
C[C@H]1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H]3O[C@H]3[C@H]12,CHEMBL4460869,6.76,active
N#Cc1ccc(N(Cc2ccccc2)n2cnnc2)cc1-c1ccc(OS(N)(=O)=O)cc1,CHEMBL1672974,10.0,active
O=c1c2ccccc2sc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,CHEMBL1083665,7.78,active
CCc1c(F)cncc1-c1nc2ccc(F)cn2c1C1CC1,CHEMBL3919759,6.92,active
N#Cc1ccc(C(c2ccc(C#N)cc2)n2ncnn2)cc1,CHEMBL224790,8.24,active
Oc1ccc(-c2nc(-c3ccc(Cl)cc3)c(-c3cccnc3)[nH]2)cc1,CHEMBL509750,7.32,active
O=C1/C(=C/c2ccncc2)C(c2ccccc2)Oc2ccccc21,CHEMBL10026,6.1,active
NS(=O)(=O)Oc1ccc(C(c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1Br,CHEMBL479928,7.37,active
N#Cc1ccc(C(CCc2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,CHEMBL3623231,10.0,active
Fc1ccc(C(c2cc3ccccc3o2)n2cncn2)cc1,CHEMBL3623226,6.72,active
O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,CHEMBL294878,8.7,active
CCC(=C(c1ccc(N)cc1)c1ccc(OCCN)cc1)c1ccccc1,CHEMBL3422032,7.28,active
CCCC(=C(c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,CHEMBL3422037,6.58,active
C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@]43C)[C@@H]1CCC2=O,CHEMBL1630272,6.07,active
O=C(Cc1ccncc1)OC12CC3CC(CC(C3)C1)C2,CHEMBL104047,7.05,active
CC(=O)O[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,CHEMBL72228,9.8,active
Clc1ccccc1Cn1cc(Cn2ccnc2)c2ccccc21,CHEMBL112021,7.27,active
Cn1ccc2cc(C(c3ccc(Cl)cc3)n3ccnc3)ccc21,CHEMBL382679,7.62,active
COc1cc(/C=C(\Cn2ccnc2)c2ccc([N+](=O)[O-])cc2)cc(OC)c1,CHEMBL1170678,7.16,active
CN(c1ccc([N+](=O)[O-])cc1OC1CCCC1)S(C)(=O)=O,CHEMBL202473,6.36,active
COc1cccc(C=Cc2ccc(N)cc2)c1OC,CHEMBL1173700,6.01,active
COc1ccc(CCc2ccc(N)cc2)cc1OC,CHEMBL1171680,6.17,active
CC1C(OC(=O)Cc2ccncc2)CC2CC1C2(C)C,CHEMBL319026,6.92,active
CC(=O)O[C@@H]1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL2111917,6.16,active
Nc1cccc(C(Cn2ccnc2)=C(c2ccc(O)cc2)c2ccc(O)cc2)c1,CHEMBL4761359,6.36,active
O=C1/C(=C/c2cccc(OCCCn3ccnc3)c2)Cc2ccccc21,CHEMBL2235953,6.16,active
O=S(=O)(c1ccc(F)c(F)c1F)N1CCCC(Cn2ccnc2)C1,CHEMBL3805839,7.34,active
CC(C)(C#N)c1cc(Cn2cncn2)cc(-c2ccc(O)c(Cl)c2)c1,CHEMBL597416,10.0,active
N#Cc1cc(Cn2cncn2)ccc1-c1ccc(O)c(Cl)c1,CHEMBL598020,6.42,active
N#Cc1cc(Cn2cncn2)cc(-c2ccc(O)cc2)c1,CHEMBL601840,6.95,active
N#Cc1cc(Cn2cncn2)ccc1-c1ccccc1,CHEMBL608153,8.34,active
N#Cc1ccc(-c2ccc(OS(N)(=O)=O)c(Cl)c2)cc1Cn1cncn1,CHEMBL599442,6.84,active
N#Cc1cc(Cn2cncn2)cc(-c2ccc(OS(N)(=O)=O)cc2)c1,CHEMBL598627,6.55,active
Fc1ccc(CN(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)c(F)c1,CHEMBL491824,6.46,active
N#Cc1ccc(N(Cc2c(F)c(F)c(O)c(F)c2F)n2cnnc2)cc1,CHEMBL226891,6.8,active
COc1cc([N+](=O)[O-])ccc1S(=O)(=O)N1CCCC(Cn2ccnc2)C1,CHEMBL3804993,6.89,active
COc1ccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1OC,CHEMBL3359957,6.35,active
N#Cc1ccc(-c2cccc(O)c2)cc1Cn1cncn1,CHEMBL589247,7.84,active
O=S(=O)(c1ccc(F)c(Cl)c1)N1CCCC(Cn2ccnc2)C1,CHEMBL3805481,7.85,active
COc1cc(C=C(Cn2ccnc2)c2ccc(N)cc2)cc(OC)c1,CHEMBL1170893,7.44,active
CCC1=C2CC(=O)CCC2(C)C2CCC3(C)C(=O)CCC3C2C1,CHEMBL24021,6.58,active
N#Cc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)c(Cl)c1,CHEMBL3806282,7.1,active
CC(=O)OC1CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL1630270,6.0,active
N#Cc1ccc(C(c2ccc(O)c(Br)c2)n2cncn2)cc1,CHEMBL481091,8.74,active
O=[N+]([O-])c1cccc(CN(c2ccc([N+](=O)[O-])c(Br)c2)n2cnnc2)c1,CHEMBL4575939,7.92,active
COc1ccc2c(Cc3ccccc3)c(-c3ccc(Cl)cc3)c(=O)oc2c1,CHEMBL3818720,7.1,active
CC1(C)Oc2ccc(S(=O)(=O)NCCCn3ccnc3)cc2NC1=O,CHEMBL1784813,6.3,active
O=[N+]([O-])c1ccc(N(Cc2ccc(C(F)(F)F)cc2)n2cnnc2)cc1Br,CHEMBL4526798,7.36,active
N#Cc1ccc(-n2ccc3ccncc32)cc1Oc1ccccc1,CHEMBL1956188,6.94,active
CCC#CCOC1=C2CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]2C1,CHEMBL2179110,7.93,active
N#Cc1ccc(C(c2cccc3[nH]ccc23)n2ccnc2)cc1,CHEMBL468410,7.73,active
CC(=C(c1ccc(N)cc1)c1ccc(N)cc1)c1ccc([N+](=O)[O-])cc1,CHEMBL3984531,6.66,active
Fc1ccc2nc(-c3cncc4ccccc34)c(C3CC3)n2c1,CHEMBL3948337,6.1,active
O=[N+]([O-])c1ccc(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3ccc([N+](=O)[O-])cc3)c2)cc1,CHEMBL4570681,6.43,active
CC#CCOC1=C2CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]2C1,CHEMBL2179109,6.95,active
O=C(Cc1ccc(F)cc1)N1CCOC(Cn2ccnc2)C1,CHEMBL1784811,7.46,active
Fc1ccc(-c2[nH]c3cc4c(cc3c2Cn2cncn2)OCO4)cc1,CHEMBL4162931,7.23,active
CC(=C(c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,CHEMBL3422035,6.47,active
COc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2ccnc2)cc1,CHEMBL4174373,6.56,active
COc1ccc(-c2cc(N(Cc3ccc(OS(N)(=O)=O)cc3)n3cnnc3)ccc2C#N)cc1,CHEMBL1672980,10.82,active
C[C@]12CCC3C(CC=C4C(SCF)C(=O)CC[C@@]43C)C1CCC2=O,CHEMBL41517,6.1,active
Brc1ccc(C2CCCc3cncn32)cc1,CHEMBL1203766,8.12,active
Cc1nc2c(cc1C#N)C(Nc1ccc(Cl)cc1)Oc1ccc([N+](=O)[O-])cc1-2,CHEMBL572637,6.17,active
CC=C(c1c[nH]cn1)C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL5075144,6.02,active
Oc1ccc(C2CC(n3ccnc3)c3ccc4ccccc4c3O2)cc1,CHEMBL1783177,7.5,active
O=c1c2ccccc2oc2c(O)ccc(Cn3ccnc3)c12,CHEMBL2333336,6.77,active
CC1=C2CC(=O)CCC2(C)C2CCC3(C)C(=O)CCC3C12,CHEMBL583076,6.56,active
COc1ccc(S(=O)(=O)NCCCn2ccnc2)cc1F,CHEMBL1784809,7.0,active
COc1cc(CC(=O)N2CCOC(Cn3ccnc3)C2)cc(OC)c1OC,CHEMBL1784791,7.23,active
CCOc1ccc(S(=O)(=O)NCCCn2ccnc2)c2ccccc12,CHEMBL1784806,6.12,active
CCC1C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CHEMBL3623219,6.32,active
C[C@@H]1OC(=O)C[C@H]2[C@@H]3CC=C4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL3623209,6.6,active
N#Cc1cc(Cn2cncn2)ccc1-c1ccc(OS(N)(=O)=O)c(Cl)c1,CHEMBL598211,6.24,active
CCN1CCc2cccc(C(c3cccc(Cl)c3)n3ccnc3)c21,CHEMBL288695,6.96,active
N#Cc1ccc(Cn2cncn2)cc1-c1ccc(O)cc1,CHEMBL597606,9.7,active
N#Cc1ccc(-c2ccc(O)c(Cl)c2)cc1Cn1cncn1,CHEMBL609332,7.13,active
O=C(c1ccc(-c2ccccc2)cc1)c1cccc(Cn2ccnc2)c1,CHEMBL243961,8.28,active
CCN1CCc2cc(Cl)cc(C(c3ccc(F)cc3)n3ccnc3)c21,CHEMBL288804,7.2,active
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL274826,6.52,active
C#CSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,CHEMBL350713,6.48,active
CC(=O)N1CCN(c2ccc(CO[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)OC3)cc2)CC1,CHEMBL4289930,6.46,active
CS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3983734,6.01,active
O=C1CCc2cc(-c3cccnc3)c(OCc3ccccc3)cc2N1,CHEMBL2165320,7.46,active
O=C(Nc1ccc(Cl)cc1)OC(COc1ccccc1)Cn1ccnc1,CHEMBL4874326,6.07,active
O=C(C(=Cc1ccccc1)n1cncn1)c1ccc(Cl)cc1Cl,CHEMBL1784788,6.36,active
COc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1,CHEMBL2163646,7.37,active
Oc1ccc(C(=C(Cn2ccnc2)c2ccc(O)c(F)c2)c2ccc(O)cc2)cc1,CHEMBL4753594,7.03,active
Oc1ccc(C(=C(Cn2ccnc2)c2ccccc2)c2ccc(O)cc2)cc1,CHEMBL4777271,8.32,active
N#CC=C(c1ccc(N)cc1)C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL4760286,7.44,active
O=[N+]([O-])c1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1,CHEMBL4520995,9.92,active
Cc1ccc(-n2c(Cn3ccnc3)cc3ccccc32)cc1,CHEMBL2336857,6.83,active
CC(CCc1c[nH]cn1)=C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL5081446,7.2,active
C[C@@H]1CCC2C(C)(C)C3CC21CC[C@@]3(C)OC(=O)Cc1ccncc1,CHEMBL134442,6.36,active
COc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)c(OC)c1,CHEMBL3805678,6.88,active
N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2ccnc2)cc1,CHEMBL225378,6.06,active
CN1C(=O)CCc2cc(-c3cccnc3)c(OCc3ccccc3)cc21,CHEMBL2165321,7.96,active
CCCOc1ccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,CHEMBL3359954,6.32,active
COc1cccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)c1,CHEMBL3359952,6.26,active
N#Cc1ccc(N(Cc2cccc(OS(N)(=O)=O)c2)n2cnnc2)cc1,CHEMBL325346,7.41,active
C[C@]12CC=C3C(CC=C4CC(=O)CC[C@@]43CCSCF)C1CCC2=O,CHEMBL165106,7.3,active
CCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,CHEMBL70317,9.36,active
COc1ccc(-n2c(Cn3ccnc3)cc3ccc(C)cc32)cc1,CHEMBL2336863,6.86,active
CCC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,CHEMBL73071,7.37,active
CCCCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,CHEMBL72415,7.92,active
COc1ccc2cc(C(c3ccc(F)cc3)n3cncn3)oc2c1,CHEMBL198291,7.31,active
N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2ccnn2)cc1,CHEMBL388515,7.02,active
Oc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,CHEMBL1172882,6.18,active
Clc1ccc(C(C2Cc3ccccc3O2)n2cncn2)cc1,CHEMBL291646,6.7,active
COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1OS(N)(=O)=O,CHEMBL226945,7.92,active
N#Cc1ccc(N(Cc2ccc(Br)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,CHEMBL226893,8.41,active
N#Cc1ccc(N(Cc2ccc(F)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,CHEMBL226892,9.11,active
CCCCC#CCOC1=C2CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]2C1,CHEMBL2179112,6.74,active
Oc1ccc(C(=C(Cn2ccnc2)c2cccc(O)c2)c2ccc(O)cc2)cc1,CHEMBL4778401,7.22,active
CCC(CCc1cccnc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL5092560,6.05,active
O=C(OCc1ccncc1)C12CC3CC(CC(C3)C1)C2,CHEMBL113242,6.24,active
C[C@]12CCC3C(CC=C4C(SCCl)C(=O)CC[C@@]43C)C1CCC2=O,CHEMBL40432,6.03,active
Oc1ccc(C(=C(Cn2cncn2)c2ccccc2)c2ccc(O)cc2)cc1,CHEMBL4797578,6.86,active
C=C(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1,CHEMBL2163641,7.77,active
CCC(C)Oc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,CHEMBL2333333,6.24,active
CC(C)(C)c1ccc(CN(Cc2cccs2)n2ccnc2)cc1,CHEMBL523973,6.24,active
O=C1CCc2cc(C(c3ccccc3)c3ccncc3)cc3c2N1CC3,CHEMBL2312954,6.06,active
C=CCC1CC2C(=O)C(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,CHEMBL4454575,6.96,active
C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@@]43C)[C@@H]1CCC2=O,CHEMBL3349864,6.55,active
CCn1ccc2c3c(Cn4cncn4)cc(-c4ccccc4)nc3ccc21,CHEMBL2442762,7.88,active
N#Cc1ccc(-c2ccc(OS(N)(=O)=O)cc2)cc1Cn1cncn1,CHEMBL592376,6.75,active
Cc1ccc2cc(Cn3ccnc3)n(-c3ccccc3)c2c1,CHEMBL2336861,7.67,active
Cn1cc(CCN(c2ccc(C#N)cc2)n2cnnc2)c2cc(OS(N)(=O)=O)ccc21,CHEMBL3622066,8.64,active
O=[N+]([O-])c1ccc(N(Cc2cccc(C(F)(F)F)c2)n2cnnc2)cc1Br,CHEMBL4514474,7.76,active
C[C@]12CCC(=O)C(=O)C1CCC1C2=CC[C@]2(C)C(=O)CCC12,CHEMBL288190,6.46,active
O=S(=O)(Cc1ccccc1)NCCc1c[nH]c2ccccc12,CHEMBL4464506,6.12,active
Nc1ccc(C(=Cn2cnnc2)C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,CHEMBL4745681,7.75,active
Clc1ccc(-n2c(Cn3ccnc3)cc3ccc(Cl)cc32)cc1,CHEMBL2336855,6.66,active
CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc2ccc(OS(N)(=O)=O)c(Br)c2)c1,CHEMBL3622072,8.3,active
C=CC[C@@H]1C=C2CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,CHEMBL3819549,6.35,active
O=[N+]([O-])c1ccc(-c2cccnc2)c(OCCCc2ccccc2)c1,CHEMBL3421767,6.86,active
C[C@]12CC[C@H]3[C@@H](CCC4C(=O)c5[nH]ccc5C[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL3818442,6.29,active
CSCC[C@]12CCC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL3752510,7.92,active
CC=C(c1ccc(O)cc1)C(c1ccc(N)cc1)c1ccc(OCCN)cc1,CHEMBL3422033,7.32,active
CC/C(=C(/c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1,CHEMBL3422031,6.04,active
Clc1cc(-c2nc(-c3cccnc3)cs2)ccn1,CHEMBL1957216,6.79,active
Cc1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,CHEMBL1688905,6.16,active
COc1ccc(C(c2cc3ccc(OC)cc3o2)n2ccnc2)cc1,CHEMBL382500,6.89,active
C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4CCC[C@]35C)[C@@H]1CCC2=O,CHEMBL2058266,6.01,active
C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,CHEMBL1630267,6.03,active
N#Cc1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,CHEMBL1688907,6.79,active
COC(=O)c1ccccc1S(=O)(=O)N1CCCC(Cn2ccnc2)C1,CHEMBL3805021,7.28,active
C[C@@H]1CC2=CCCC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]21,CHEMBL4451962,6.39,active
CC12CCC3C(CC=C4C(Sc5ccccc5)C(=O)CCC43C)C1CCC2=O,CHEMBL336387,6.72,active
O=c1c2ccccc2sc2c(Cn3ccnc3)cccc12,CHEMBL1083353,8.4,active
O=c1c2ccccc2oc2c(Cn3ccnc3)cccc12,CHEMBL1083971,7.77,active
C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,CHEMBL305205,10.31,active
N#Cc1ccc(C(Cc2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,CHEMBL3818343,9.05,active
COc1ccc2cc(C(O)(c3ccc(F)cc3)c3cccnc3)oc2c1,CHEMBL372999,7.36,active
O=S(=O)(c1ccc(F)c(F)c1)N1CCCC(Cn2ccnc2)C1,CHEMBL3806159,7.37,active
Clc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2cncn2)cc1,CHEMBL4169419,6.68,active
O=C1/C(=C/c2ccncc2)CCc2c(O)cccc21,CHEMBL92488,6.16,active
COc1cc2c(cc1-c1cccnc1)CCC(=O)N2C,CHEMBL2165315,7.31,active
COc1c(C)cc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)c(C)c1C,CHEMBL3805388,7.35,active
CC=CC1CC2C3CCC(=O)[C@@]3(C)CCC2[C@@]2(C)CCC(=O)C(=O)C12,CHEMBL4468497,6.28,active
O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccccc1,CHEMBL1371590,6.7,active
CC(Cc1cccnc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL5069811,6.07,active
CCC(Cn1ccnc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL5072101,7.46,active
N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2ncnn2)cc1,CHEMBL225360,6.83,active
CCOc1cc2c(cc1-c1cccnc1)CCC(=O)N2C,CHEMBL2165317,7.32,active
CCn1ccc2cc(Br)cc(C(c3ccc(F)cc3)n3ccnc3)c21,CHEMBL39423,6.7,active
C[C@@H]1C(OC(=O)Cc2ccncc2)CC2CC1C2(C)C,CHEMBL132072,6.92,active
CC12CCC3C(CC=C4C(Oc5ccccc5)C(=O)CCC43C)C1CCC2=O,CHEMBL334391,6.28,active
CC(Cn1ccnc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL5087363,6.0,active
COc1ccc(C(=O)OC(COc2ccccc2)Cn2ccnc2)cc1,CHEMBL1485809,7.78,active
CC(=O)c1ccc(S(=O)(=O)N2CCOC(Cn3ccnc3)C2)cc1,CHEMBL1784805,7.18,active
Clc1cccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)c1,CHEMBL204483,7.53,active
CCC(Cc1cccnc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL5080066,7.64,active
CC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1c[nH]cn1,CHEMBL5082681,6.22,active
CCC(c1ccc(C#N)cc1)(c1ccc(C#N)cc1)n1cncn1,CHEMBL224462,7.03,active
CCC#CCOc1ccc2c(=O)c3ccc(Cn4ccnc4)cc3oc2c1,CHEMBL4632445,6.11,active
Nc1ccc(C(=Cn2ccnc2)C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,CHEMBL4755831,8.28,active
Oc1ccc(C(=Cn2ccnc2)C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,CHEMBL4780337,7.22,active
